id,ja,ko,en,source_commit
34,のしかかり,누르기,Body Slam,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
35,まきつく,김밥말이,Wrap,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
36,とっしん,돌진,Take Down,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
37,あばれる,난동부리기,Thrash,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
38,すてみタックル,이판사판태클,Double-Edge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
39,しっぽをふる,꼬리흔들기,Tail Whip,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
40,どくばり,독침,Poison Sting,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
41,ダブルニードル,더블니들,Twineedle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
42,ミサイルばり,바늘미사일,Pin Missile,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
43,にらみつける,째려보기,Leer,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
44,かみつく,물기,Bite,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
45,なきごえ,울음소리,Growl,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
46,ほえる,울부짖기,Roar,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
47,うたう,노래하기,Sing,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
48,ちょうおんぱ,초음파,Supersonic,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
49,ソニックブーム,소닉붐,Sonic Boom,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
50,かなしばり,사슬묶기,Disable,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
51,ようかいえき,용해액,Acid,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
52,ひのこ,불꽃세례,Ember,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
53,かえんほうしゃ,화염방사,Flamethrower,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
54,しろいきり,흰안개,Mist,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
55,みずでっぽう,물대포,Water Gun,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
56,ハイドロポンプ,하이드로펌프,Hydro Pump,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
57,なみのり,파도타기,Surf,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
58,れいとうビーム,냉동빔,Ice Beam,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
59,ふぶき,눈보라,Blizzard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
60,サイケこうせん,환상빔,Psybeam,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
61,バブルこうせん,거품광선,Bubble Beam,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
62,オーロラビーム,오로라빔,Aurora Beam,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
63,はかいこうせん,파괴광선,Hyper Beam,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
64,つつく,쪼기,Peck,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
65,ドリルくちばし,회전부리,Drill Peck,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
66,じごくぐるま,지옥의바퀴,Submission,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
67,けたぐり,안다리걸기,Low Kick,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
68,カウンター,카운터,Counter,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
69,ちきゅうなげ,지구던지기,Seismic Toss,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
70,かいりき,괴력,Strength,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
71,すいとる,흡수,Absorb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
72,メガドレイン,메가드레인,Mega Drain,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
73,やどりぎのタネ,씨뿌리기,Leech Seed,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
74,せいちょう,성장,Growth,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
75,はっぱカッター,잎날가르기,Razor Leaf,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
76,ソーラービーム,솔라빔,Solar Beam,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
77,どくのこな,독가루,Poison Powder,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
78,しびれごな,저리가루,Stun Spore,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
79,ねむりごな,수면가루,Sleep Powder,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
80,はなびらのまい,꽃잎댄스,Petal Dance,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
81,いとをはく,실뿜기,String Shot,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
82,りゅうのいかり,용의분노,Dragon Rage,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
83,ほのおのうず,회오리불꽃,Fire Spin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
84,でんきショック,전기쇼크,Thunder Shock,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
85,１０まんボルト,10만볼트,Thunderbolt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
86,でんじは,전기자석파,Thunder Wave,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
87,かみなり,번개,Thunder,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
88,いわおとし,돌떨구기,Rock Throw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
89,じしん,지진,Earthquake,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
90,じわれ,땅가르기,Fissure,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
91,あなをほる,구멍파기,Dig,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
92,どくどく,맹독,Toxic,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
93,ねんりき,염동력,Confusion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
94,サイコキネシス,사이코키네시스,Psychic,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
95,さいみんじゅつ,최면술,Hypnosis,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
96,ヨガのポーズ,요가포즈,Meditate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
97,こうそくいどう,고속이동,Agility,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
98,でんこうせっか,전광석화,Quick Attack,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
99,いかり,분노,Rage,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
100,テレポート,순간이동,Teleport,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
101,ナイトヘッド,나이트헤드,Night Shade,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
102,ものまね,흉내내기,Mimic,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
103,いやなおと,싫은소리,Screech,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
104,かげぶんしん,그림자분신,Double Team,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
105,じこさいせい,HP회복,Recover,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
106,かたくなる,단단해지기,Harden,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
107,ちいさくなる,작아지기,Minimize,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
108,えんまく,연막,Smokescreen,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
109,あやしいひかり,이상한빛,Confuse Ray,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
110,からにこもる,껍질에숨기,Withdraw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
111,まるくなる,웅크리기,Defense Curl,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
112,バリアー,배리어,Barrier,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
113,ひかりのかべ,빛의장막,Light Screen,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
114,くろいきり,흑안개,Haze,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
115,リフレクター,리플렉터,Reflect,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
116,きあいだめ,기충전,Focus Energy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
117,がまん,참기,Bide,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
118,ゆびをふる,손가락흔들기,Metronome,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
119,オウムがえし,따라하기,Mirror Move,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
120,じばく,자폭,Self-Destruct,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
121,タマゴばくだん,알폭탄,Egg Bomb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
122,したでなめる,핥기,Lick,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
123,スモッグ,스모그,Smog,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
124,ヘドロこうげき,오물공격,Sludge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
125,ホネこんぼう,뼈다귀치기,Bone Club,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
126,だいもんじ,불대문자,Fire Blast,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
127,たきのぼり,폭포오르기,Waterfall,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
128,からではさむ,껍질끼우기,Clamp,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
129,スピードスター,스피드스타,Swift,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
130,ロケットずつき,로켓박치기,Skull Bash,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
131,とげキャノン,가시대포,Spike Cannon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
132,からみつく,휘감기,Constrict,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
133,ドわすれ,망각술,Amnesia,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
134,スプーンまげ,숟가락휘기,Kinesis,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
135,タマゴうみ,알낳기,Soft-Boiled,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
136,とびひざげり,무릎차기,High Jump Kick,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
137,へびにらみ,뱀눈초리,Glare,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
138,ゆめくい,꿈먹기,Dream Eater,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
139,どくガス,독가스,Poison Gas,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
140,たまなげ,구슬던지기,Barrage,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
141,きゅうけつ,흡혈,Leech Life,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
142,あくまのキッス,악마의키스,Lovely Kiss,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
143,ゴッドバード,불새,Sky Attack,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
144,へんしん,변신,Transform,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
145,あわ,거품,Bubble,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
146,ピヨピヨパンチ,잼잼펀치,Dizzy Punch,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
147,キノコのほうし,버섯포자,Spore,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
148,フラッシュ,플래시,Flash,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
149,サイコウェーブ,사이코웨이브,Psywave,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
150,はねる,튀어오르기,Splash,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
151,とける,녹기,Acid Armor,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
152,クラブハンマー,집게해머,Crabhammer,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
153,だいばくはつ,대폭발,Explosion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
154,みだれひっかき,마구할퀴기,Fury Swipes,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
155,ホネブーメラン,뼈다귀부메랑,Bonemerang,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
156,ねむる,잠자기,Rest,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
157,いわなだれ,스톤샤워,Rock Slide,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
158,ひっさつまえば,필살앞니,Hyper Fang,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
159,かくばる,각지기,Sharpen,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
160,テクスチャー,텍스처,Conversion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
161,トライアタック,트라이어택,Tri Attack,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
162,いかりのまえば,분노의앞니,Super Fang,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
163,きりさく,베어가르기,Slash,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
164,みがわり,대타출동,Substitute,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
165,わるあがき,발버둥,Struggle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
166,スケッチ,스케치,Sketch,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
167,トリプルキック,트리플킥,Triple Kick,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
168,どろぼう,도둑질,Thief,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
169,クモのす,거미집,Spider Web,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
170,こころのめ,마음의눈,Mind Reader,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
171,あくむ,악몽,Nightmare,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
172,かえんぐるま,화염바퀴,Flame Wheel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
173,いびき,코골기,Snore,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
174,のろい,저주,Curse,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
175,じたばた,바둥바둥,Flail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
176,テクスチャー２,텍스처2,Conversion 2,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
177,エアロブラスト,에어로블라스트,Aeroblast,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
178,わたほうし,목화포자,Cotton Spore,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
179,きしかいせい,기사회생,Reversal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
180,うらみ,원한,Spite,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
181,こなゆき,눈싸라기,Powder Snow,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
182,まもる,방어,Protect,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
183,マッハパンチ,마하펀치,Mach Punch,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
184,こわいかお,겁나는얼굴,Scary Face,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
185,だましうち,속여때리기,Feint Attack,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
186,てんしのキッス,천사의키스,Sweet Kiss,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
187,はらだいこ,배북,Belly Drum,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
188,ヘドロばくだん,오물폭탄,Sludge Bomb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
189,どろかけ,진흙뿌리기,Mud-Slap,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
190,オクタンほう,대포무노포,Octazooka,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
191,まきびし,압정뿌리기,Spikes,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
192,でんじほう,전자포,Zap Cannon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
193,みやぶる,꿰뚫어보기,Foresight,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
194,みちづれ,길동무,Destiny Bond,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
195,ほろびのうた,멸망의노래,Perish Song,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
196,こごえるかぜ,얼어붙은바람,Icy Wind,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
197,みきり,판별,Detect,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
198,ボーンラッシュ,본러시,Bone Rush,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
199,ロックオン,록온,Lock-On,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
200,げきりん,역린,Outrage,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
201,すなあらし,모래바람,Sandstorm,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
202,ギガドレイン,기가드레인,Giga Drain,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
203,こらえる,버티기,Endure,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
204,あまえる,애교부리기,Charm,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
205,ころがる,구르기,Rollout,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
206,みねうち,칼등치기,False Swipe,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
207,いばる,뽐내기,Swagger,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
208,ミルクのみ,우유마시기,Milk Drink,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
209,スパーク,스파크,Spark,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
210,れんぞくぎり,연속자르기,Fury Cutter,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
211,はがねのつばさ,강철날개,Steel Wing,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
212,くろいまなざし,검은눈빛,Mean Look,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
213,メロメロ,헤롱헤롱,Attract,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
214,ねごと,잠꼬대,Sleep Talk,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
215,いやしのすず,치료방울,Heal Bell,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
216,おんがえし,은혜갚기,Return,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
217,プレゼント,프레젠트,Present,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
218,やつあたり,화풀이,Frustration,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
219,しんぴのまもり,신비의부적,Safeguard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
220,いたみわけ,아픔나누기,Pain Split,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
221,せいなるほのお,성스러운불꽃,Sacred Fire,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
222,マグニチュード,매그니튜드,Magnitude,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
223,ばくれつパンチ,폭발펀치,Dynamic Punch,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
224,メガホーン,메가혼,Megahorn,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
225,りゅうのいぶき,용의숨결,Dragon Breath,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
226,バトンタッチ,배턴터치,Baton Pass,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
227,アンコール,앙코르,Encore,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
228,おいうち,따라가때리기,Pursuit,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
229,こうそくスピン,고속스핀,Rapid Spin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
230,あまいかおり,달콤한향기,Sweet Scent,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
231,アイアンテール,아이언테일,Iron Tail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
232,メタルクロー,메탈클로,Metal Claw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
233,あてみなげ,받아던지기,Vital Throw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
234,あさのひざし,아침햇살,Morning Sun,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
235,こうごうせい,광합성,Synthesis,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
236,つきのひかり,달빛,Moonlight,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
237,めざめるパワー,잠재파워,Hidden Power,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
238,クロスチョップ,크로스촙,Cross Chop,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
239,たつまき,회오리,Twister,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
240,あまごい,비바라기,Rain Dance,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
241,にほんばれ,쾌청,Sunny Day,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
242,かみくだく,깨물어부수기,Crunch,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
243,ミラーコート,미러코트,Mirror Coat,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
244,じこあんじ,자기암시,Psych Up,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
245,しんそく,신속,Extreme Speed,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
246,げんしのちから,원시의힘,Ancient Power,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
247,シャドーボール,섀도볼,Shadow Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
248,みらいよち,미래예지,Future Sight,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
249,いわくだき,바위깨기,Rock Smash,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
250,うずしお,바다회오리,Whirlpool,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
251,ふくろだたき,집단구타,Beat Up,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
252,ねこだまし,속이기,Fake Out,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
253,さわぐ,소란피기,Uproar,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
254,たくわえる,비축하기,Stockpile,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
255,はきだす,토해내기,Spit Up,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
256,のみこむ,꿀꺽,Swallow,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
257,ねっぷう,열풍,Heat Wave,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
258,あられ,싸라기눈,Hail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
259,いちゃもん,트집,Torment,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
260,おだてる,부추기기,Flatter,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
261,おにび,도깨비불,Will-O-Wisp,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
262,おきみやげ,추억의선물,Memento,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
263,からげんき,객기,Facade,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
264,きあいパンチ,힘껏펀치,Focus Punch,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
265,きつけ,정신차리기,Smelling Salts,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
266,このゆびとまれ,날따름,Follow Me,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
267,しぜんのちから,자연의힘,Nature Power,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
268,じゅうでん,충전,Charge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
269,ちょうはつ,도발,Taunt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
270,てだすけ,도우미,Helping Hand,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
271,トリック,트릭,Trick,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
272,なりきり,역할,Role Play,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
273,ねがいごと,희망사항,Wish,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
274,ねこのて,조수,Assist,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
275,ねをはる,뿌리박기,Ingrain,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
276,ばかぢから,엄청난힘,Superpower,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
277,マジックコート,매직코트,Magic Coat,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
278,リサイクル,리사이클,Recycle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
279,リベンジ,리벤지,Revenge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
280,かわらわり,깨트리기,Brick Break,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
281,あくび,하품,Yawn,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
282,はたきおとす,탁쳐서떨구기,Knock Off,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
