species_num,species,species_ja,species_ko,full_name,form_name,form_index,form_index_basis,introduced_gen,state_kind,battle_only,cosmetic,type1,type2,hp,atk,def,spe,spa,spd,abilities,required_item,required_move,required_ability,required_tera_type,changes_from,battle_only_from,nonstandard,source,notes,form_argument,form_argument_basis,verification_status
12,Butterfree,バタフリー,버터플,Butterfree,Base,0,base_default,1,base_form,no,no,Bug,Flying,60,45,50,70,90,80,Compound Eyes|Tinted Lens,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,base_identity
12,Butterfree,バタフリー,버터플,Butterfree-Gmax,Gmax,,not_persistent_form_id_gigantamax,8,battle_transformation,no,no,Bug,Flying,60,45,50,70,90,80,Compound Eyes|Tinted Lens,,,,,Butterfree,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,semantic_verified_not_persistent
15,Beedrill,スピアー,독침붕,Beedrill,Base,0,showdown_formeOrder,1,base_form,no,no,Bug,Poison,65,90,40,75,45,80,Swarm|Sniper,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
15,Beedrill,スピアー,독침붕,Beedrill-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Bug,Poison,65,150,40,145,15,80,Adaptability,Beedrillite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
18,Pidgeot,ピジョット,피죤투,Pidgeot,Base,0,showdown_formeOrder,1,base_form,no,no,Normal,Flying,83,80,75,101,70,70,Keen Eye|Tangled Feet|Big Pecks,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
18,Pidgeot,ピジョット,피죤투,Pidgeot-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Normal,Flying,83,80,80,121,135,80,No Guard,Pidgeotite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
19,Rattata,コラッタ,꼬렛,Rattata,Base,0,showdown_formeOrder,1,base_form,no,no,Normal,,30,56,35,72,25,35,Run Away|Guts|Hustle,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
19,Rattata,コラッタ,꼬렛,Rattata-Alola,Alola,1,showdown_formeOrder,7,persistent_identity,no,no,Dark,Normal,30,56,35,72,25,35,Gluttony|Hustle|Thick Fat,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
20,Raticate,ラッタ,레트라,Raticate,Base,0,showdown_formeOrder,1,base_form,no,no,Normal,,55,81,60,97,50,70,Run Away|Guts|Hustle,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
20,Raticate,ラッタ,레트라,Raticate-Alola,Alola,1,showdown_formeOrder,7,persistent_identity,no,no,Dark,Normal,75,71,70,77,40,80,Gluttony|Hustle|Thick Fat,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
20,Raticate,ラッタ,레트라,Raticate-Alola-Totem,Alola-Totem,2,showdown_formeOrder,7,hidden_internal_form,no,no,Dark,Normal,75,71,70,77,40,80,Thick Fat,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
25,Pikachu,ピカチュウ,피카츄,Pikachu,Base,0,showdown_formeOrder,1,base_form,no,no,Electric,,35,55,40,90,50,50,Static|Lightning Rod,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
25,Pikachu,ピカチュウ,피카츄,Pikachu-Gmax,Gmax,,not_persistent_form_id_gigantamax,8,battle_transformation,no,no,Electric,,35,55,40,90,50,50,Static|Lightning Rod,,,,,Pikachu,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,semantic_verified_not_persistent
25,Pikachu,ピカチュウ,피카츄,Pikachu-Original,Original,1,showdown_formeOrder,7,persistent_identity,no,no,Electric,,35,55,40,90,50,50,Static|Lightning Rod,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
25,Pikachu,ピカチュウ,피카츄,Pikachu-Hoenn,Hoenn,2,showdown_formeOrder,7,persistent_identity,no,no,Electric,,35,55,40,90,50,50,Static|Lightning Rod,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
25,Pikachu,ピカチュウ,피카츄,Pikachu-Sinnoh,Sinnoh,3,showdown_formeOrder,7,persistent_identity,no,no,Electric,,35,55,40,90,50,50,Static|Lightning Rod,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
25,Pikachu,ピカチュウ,피카츄,Pikachu-Unova,Unova,4,showdown_formeOrder,7,persistent_identity,no,no,Electric,,35,55,40,90,50,50,Static|Lightning Rod,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
25,Pikachu,ピカチュウ,피카츄,Pikachu-Kalos,Kalos,5,showdown_formeOrder,7,persistent_identity,no,no,Electric,,35,55,40,90,50,50,Static|Lightning Rod,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
25,Pikachu,ピカチュウ,피카츄,Pikachu-Alola,Alola,6,showdown_formeOrder,7,persistent_identity,no,no,Electric,,35,55,40,90,50,50,Static|Lightning Rod,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
25,Pikachu,ピカチュウ,피카츄,Pikachu-Partner,Partner,7,showdown_formeOrder,7,persistent_identity,no,no,Electric,,35,55,40,90,50,50,Static|Lightning Rod,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
25,Pikachu,ピカチュウ,피카츄,Pikachu-Starter,Starter,8,showdown_formeOrder,1,persistent_identity,no,no,Electric,,45,80,50,120,75,60,Static|Lightning Rod,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
25,Pikachu,ピカチュウ,피카츄,Pikachu-World,World,9,showdown_formeOrder,8,persistent_identity,no,no,Electric,,35,55,40,90,50,50,Static|Lightning Rod,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
25,Pikachu,ピカチュウ,피카츄,Pikachu-Rock-Star,Rock-Star,10,showdown_formeOrder,6,persistent_identity,no,no,Electric,,35,55,40,90,50,50,Lightning Rod,,,,,Pikachu-Cosplay,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
25,Pikachu,ピカチュウ,피카츄,Pikachu-Belle,Belle,11,showdown_formeOrder,6,persistent_identity,no,no,Electric,,35,55,40,90,50,50,Lightning Rod,,,,,Pikachu-Cosplay,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
25,Pikachu,ピカチュウ,피카츄,Pikachu-Pop-Star,Pop-Star,12,showdown_formeOrder,6,persistent_identity,no,no,Electric,,35,55,40,90,50,50,Lightning Rod,,,,,Pikachu-Cosplay,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
25,Pikachu,ピカチュウ,피카츄,Pikachu-PhD,PhD,13,showdown_formeOrder,6,persistent_identity,no,no,Electric,,35,55,40,90,50,50,Lightning Rod,,,,,Pikachu-Cosplay,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
25,Pikachu,ピカチュウ,피카츄,Pikachu-Libre,Libre,14,showdown_formeOrder,6,persistent_identity,no,no,Electric,,35,55,40,90,50,50,Lightning Rod,,,,,Pikachu-Cosplay,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
25,Pikachu,ピカチュウ,피카츄,Pikachu-Cosplay,Cosplay,15,showdown_formeOrder,6,persistent_identity,no,no,Electric,,35,55,40,90,50,50,Lightning Rod,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
26,Raichu,ライチュウ,라이츄,Raichu,Base,0,showdown_formeOrder,1,base_form,no,no,Electric,,60,90,55,110,90,80,Static|Lightning Rod,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
26,Raichu,ライチュウ,라이츄,Raichu-Alola,Alola,1,showdown_formeOrder,7,persistent_identity,no,no,Electric,Psychic,60,85,50,110,95,85,Surge Surfer,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
26,Raichu,ライチュウ,라이츄,Raichu-Mega-X,Mega-X,2,showdown_formeOrder,9,battle_transformation,no,no,Electric,,60,135,95,110,90,95,Electric Surge,Raichunite X,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
26,Raichu,ライチュウ,라이츄,Raichu-Mega-Y,Mega-Y,3,showdown_formeOrder,9,battle_transformation,no,no,Electric,,60,100,55,130,160,80,No Guard,Raichunite Y,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
27,Sandshrew,サンド,모래두지,Sandshrew,Base,0,showdown_formeOrder,1,base_form,no,no,Ground,,50,75,85,40,20,30,Sand Veil|Sand Rush,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
27,Sandshrew,サンド,모래두지,Sandshrew-Alola,Alola,1,showdown_formeOrder,7,persistent_identity,no,no,Ice,Steel,50,75,90,40,10,35,Snow Cloak|Slush Rush,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
28,Sandslash,サンドパン,고지,Sandslash,Base,0,showdown_formeOrder,1,base_form,no,no,Ground,,75,100,110,65,45,55,Sand Veil|Sand Rush,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
28,Sandslash,サンドパン,고지,Sandslash-Alola,Alola,1,showdown_formeOrder,7,persistent_identity,no,no,Ice,Steel,75,100,120,65,25,65,Snow Cloak|Slush Rush,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
36,Clefable,ピクシー,픽시,Clefable,Base,0,showdown_formeOrder,1,base_form,no,no,Fairy,,95,70,73,60,95,90,Cute Charm|Magic Guard|Unaware,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
36,Clefable,ピクシー,픽시,Clefable-Mega,Mega,1,showdown_formeOrder,9,battle_transformation,no,no,Fairy,Flying,95,80,93,70,135,110,Magic Bounce,Clefablite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
37,Vulpix,ロコン,식스테일,Vulpix,Base,0,showdown_formeOrder,1,base_form,no,no,Fire,,38,41,40,65,50,65,Flash Fire|Drought,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
37,Vulpix,ロコン,식스테일,Vulpix-Alola,Alola,1,showdown_formeOrder,7,persistent_identity,no,no,Ice,,38,41,40,65,50,65,Snow Cloak|Snow Warning,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
38,Ninetales,キュウコン,나인테일,Ninetales,Base,0,showdown_formeOrder,1,base_form,no,no,Fire,,73,76,75,100,81,100,Flash Fire|Drought,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
38,Ninetales,キュウコン,나인테일,Ninetales-Alola,Alola,1,showdown_formeOrder,7,persistent_identity,no,no,Ice,Fairy,73,67,75,109,81,100,Snow Cloak|Snow Warning,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
50,Diglett,ディグダ,디그다,Diglett,Base,0,showdown_formeOrder,1,base_form,no,no,Ground,,10,55,25,95,35,45,Sand Veil|Arena Trap|Sand Force,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
50,Diglett,ディグダ,디그다,Diglett-Alola,Alola,1,showdown_formeOrder,7,persistent_identity,no,no,Ground,Steel,10,55,30,90,35,45,Sand Veil|Tangling Hair|Sand Force,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
51,Dugtrio,ダグトリオ,닥트리오,Dugtrio,Base,0,showdown_formeOrder,1,base_form,no,no,Ground,,35,100,50,120,50,70,Sand Veil|Arena Trap|Sand Force,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
51,Dugtrio,ダグトリオ,닥트리오,Dugtrio-Alola,Alola,1,showdown_formeOrder,7,persistent_identity,no,no,Ground,Steel,35,100,60,110,50,70,Sand Veil|Tangling Hair|Sand Force,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
52,Meowth,ニャース,나옹,Meowth,Base,0,showdown_formeOrder,1,base_form,no,no,Normal,,40,45,35,90,40,40,Pickup|Technician|Unnerve,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
52,Meowth,ニャース,나옹,Meowth-Gmax,Gmax,,not_persistent_form_id_gigantamax,8,battle_transformation,no,no,Normal,,40,45,35,90,40,40,Pickup|Technician|Unnerve,,,,,Meowth,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,semantic_verified_not_persistent
52,Meowth,ニャース,나옹,Meowth-Alola,Alola,1,showdown_formeOrder,7,persistent_identity,no,no,Dark,,40,35,35,90,50,40,Pickup|Technician|Rattled,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
52,Meowth,ニャース,나옹,Meowth-Galar,Galar,2,showdown_formeOrder,8,persistent_identity,no,no,Steel,,50,65,55,40,40,40,Pickup|Tough Claws|Unnerve,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
53,Persian,ペルシアン,페르시온,Persian,Base,0,showdown_formeOrder,1,base_form,no,no,Normal,,65,70,60,115,65,65,Limber|Technician|Unnerve,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
53,Persian,ペルシアン,페르시온,Persian-Alola,Alola,1,showdown_formeOrder,7,persistent_identity,no,no,Dark,,65,60,60,115,75,65,Fur Coat|Technician|Rattled,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
58,Growlithe,ガーディ,가디,Growlithe,Base,0,showdown_formeOrder,1,base_form,no,no,Fire,,55,70,45,60,70,50,Intimidate|Flash Fire|Justified,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
58,Growlithe,ガーディ,가디,Growlithe-Hisui,Hisui,1,showdown_formeOrder,8,persistent_identity,no,no,Fire,Rock,60,75,45,55,65,50,Intimidate|Flash Fire|Rock Head,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
59,Arcanine,ウインディ,윈디,Arcanine,Base,0,showdown_formeOrder,1,base_form,no,no,Fire,,90,110,80,95,100,80,Intimidate|Flash Fire|Justified,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
59,Arcanine,ウインディ,윈디,Arcanine-Hisui,Hisui,1,showdown_formeOrder,8,persistent_identity,no,no,Fire,Rock,95,115,80,90,95,80,Intimidate|Flash Fire|Rock Head,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
59,Arcanine,ウインディ,윈디,Arcanine-Hisui-Lord,Hisuian-Lord,2,PKHeX_FormInfo_IsLordForm,8,scripted_boss_internal_form,no,no,Fire,Rock,95,115,80,90,95,80,Intimidate|Flash Fire|Rock Head,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,Pokémon Legends: Arceus Lord/Lady form; not a normal player-owned form.,,,reference_verified
65,Alakazam,フーディン,후딘,Alakazam,Base,0,showdown_formeOrder,1,base_form,no,no,Psychic,,55,50,45,120,135,95,Synchronize|Inner Focus|Magic Guard,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
65,Alakazam,フーディン,후딘,Alakazam-Mega,Mega,1,showdown_formeOrder,6,battle_transformation,no,no,Psychic,,55,50,65,150,175,105,Trace,Alakazite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
68,Machamp,カイリキー,괴력몬,Machamp,Base,0,base_default,1,base_form,no,no,Fighting,,90,130,80,55,65,85,Guts|No Guard|Steadfast,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,base_identity
68,Machamp,カイリキー,괴력몬,Machamp-Gmax,Gmax,,not_persistent_form_id_gigantamax,8,battle_transformation,no,no,Fighting,,90,130,80,55,65,85,Guts|No Guard|Steadfast,,,,,Machamp,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,semantic_verified_not_persistent
71,Victreebel,ウツボット,우츠보트,Victreebel,Base,0,showdown_formeOrder,1,base_form,no,no,Grass,Poison,80,105,65,70,100,70,Chlorophyll|Gluttony,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
71,Victreebel,ウツボット,우츠보트,Victreebel-Mega,Mega,1,showdown_formeOrder,9,battle_transformation,no,no,Grass,Poison,80,125,85,70,135,95,Innards Out,Victreebelite,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
74,Geodude,イシツブテ,꼬마돌,Geodude,Base,0,showdown_formeOrder,1,base_form,no,no,Rock,Ground,40,80,100,20,30,30,Rock Head|Sturdy|Sand Veil,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
74,Geodude,イシツブテ,꼬마돌,Geodude-Alola,Alola,1,showdown_formeOrder,7,persistent_identity,no,no,Rock,Electric,40,80,100,20,30,30,Magnet Pull|Sturdy|Galvanize,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
75,Graveler,ゴローン,데구리,Graveler,Base,0,showdown_formeOrder,1,base_form,no,no,Rock,Ground,55,95,115,35,45,45,Rock Head|Sturdy|Sand Veil,,,,,,,,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,,,,reference_order_only
