"emerald_id","emerald_hex","emerald_symbol","agb_symbol","mapping_kind","hgss_id","hgss_symbol","platinum_id","platinum_symbol","diamond_pearl_id","diamond_pearl_symbol","notes"
"25","0x019","ITEM_MAX_REVIVE","AGB_ITEM_MAX_REVIVE","official_hgss_agb","29","ITEM_MAX_REVIVE","29","ITEM_MAX_REVIVE","29","ITEM_MAX_REVIVE",""
"26","0x01A","ITEM_FRESH_WATER","AGB_ITEM_FRESH_WATER","official_hgss_agb","30","ITEM_FRESH_WATER","30","ITEM_FRESH_WATER","30","ITEM_FRESH_WATER",""
"27","0x01B","ITEM_SODA_POP","AGB_ITEM_SODA_POP","official_hgss_agb","31","ITEM_SODA_POP","31","ITEM_SODA_POP","31","ITEM_SODA_POP",""
"28","0x01C","ITEM_LEMONADE","AGB_ITEM_LEMONADE","official_hgss_agb","32","ITEM_LEMONADE","32","ITEM_LEMONADE","32","ITEM_LEMONADE",""
"29","0x01D","ITEM_MOOMOO_MILK","AGB_ITEM_MOOMOO_MILK","official_hgss_agb","33","ITEM_MOOMOO_MILK","33","ITEM_MOOMOO_MILK","33","ITEM_MOOMOO_MILK",""
"30","0x01E","ITEM_ENERGY_POWDER","AGB_ITEM_ENERGY_POWDER","official_hgss_agb","34","ITEM_ENERGYPOWDER","34","ITEM_ENERGYPOWDER","34","ITEM_ENERGYPOWDER",""
"31","0x01F","ITEM_ENERGY_ROOT","AGB_ITEM_ENERGY_ROOT","official_hgss_agb","35","ITEM_ENERGY_ROOT","35","ITEM_ENERGY_ROOT","35","ITEM_ENERGY_ROOT",""
"32","0x020","ITEM_HEAL_POWDER","AGB_ITEM_HEAL_POWDER","official_hgss_agb","36","ITEM_HEAL_POWDER","36","ITEM_HEAL_POWDER","36","ITEM_HEAL_POWDER",""
"33","0x021","ITEM_REVIVAL_HERB","AGB_ITEM_REVIVAL_HERB","official_hgss_agb","37","ITEM_REVIVAL_HERB","37","ITEM_REVIVAL_HERB","37","ITEM_REVIVAL_HERB",""
"34","0x022","ITEM_ETHER","AGB_ITEM_ETHER","official_hgss_agb","38","ITEM_ETHER","38","ITEM_ETHER","38","ITEM_ETHER",""
"35","0x023","ITEM_MAX_ETHER","AGB_ITEM_MAX_ETHER","official_hgss_agb","39","ITEM_MAX_ETHER","39","ITEM_MAX_ETHER","39","ITEM_MAX_ETHER",""
"36","0x024","ITEM_ELIXIR","AGB_ITEM_ELIXIR","official_hgss_agb","40","ITEM_ELIXIR","40","ITEM_ELIXIR","40","ITEM_ELIXIR",""
"37","0x025","ITEM_MAX_ELIXIR","AGB_ITEM_MAX_ELIXIR","official_hgss_agb","41","ITEM_MAX_ELIXIR","41","ITEM_MAX_ELIXIR","41","ITEM_MAX_ELIXIR",""
"38","0x026","ITEM_LAVA_COOKIE","AGB_ITEM_LAVA_COOKIE","official_hgss_agb","42","ITEM_LAVA_COOKIE","42","ITEM_LAVA_COOKIE","42","ITEM_LAVA_COOKIE",""
"39","0x027","ITEM_BLUE_FLUTE","AGB_ITEM_BLUE_FLUTE","official_hgss_agb","65","ITEM_BLUE_FLUTE","65","ITEM_BLUE_FLUTE","65","ITEM_BLUE_FLUTE",""
"40","0x028","ITEM_YELLOW_FLUTE","AGB_ITEM_YELLOW_FLUTE","official_hgss_agb","66","ITEM_YELLOW_FLUTE","66","ITEM_YELLOW_FLUTE","66","ITEM_YELLOW_FLUTE",""
"41","0x029","ITEM_RED_FLUTE","AGB_ITEM_RED_FLUTE","official_hgss_agb","67","ITEM_RED_FLUTE","67","ITEM_RED_FLUTE","67","ITEM_RED_FLUTE",""
"42","0x02A","ITEM_BLACK_FLUTE","AGB_ITEM_BLACK_FLUTE","official_hgss_agb","68","ITEM_BLACK_FLUTE","68","ITEM_BLACK_FLUTE","68","ITEM_BLACK_FLUTE",""
"43","0x02B","ITEM_WHITE_FLUTE","AGB_ITEM_WHITE_FLUTE","official_hgss_agb","69","ITEM_WHITE_FLUTE","69","ITEM_WHITE_FLUTE","69","ITEM_WHITE_FLUTE",""
"44","0x02C","ITEM_BERRY_JUICE","AGB_ITEM_BERRY_JUICE","official_hgss_agb","43","ITEM_BERRY_JUICE","43","ITEM_BERRY_JUICE","43","ITEM_BERRY_JUICE",""
"45","0x02D","ITEM_SACRED_ASH","AGB_ITEM_SACRED_ASH","official_hgss_agb","44","ITEM_SACRED_ASH","44","ITEM_SACRED_ASH","44","ITEM_SACRED_ASH",""
"46","0x02E","ITEM_SHOAL_SALT","AGB_ITEM_SHOAL_SALT","official_hgss_agb","70","ITEM_SHOAL_SALT","70","ITEM_SHOAL_SALT","70","ITEM_SHOAL_SALT",""
"47","0x02F","ITEM_SHOAL_SHELL","AGB_ITEM_SHOAL_SHELL","official_hgss_agb","71","ITEM_SHOAL_SHELL","71","ITEM_SHOAL_SHELL","71","ITEM_SHOAL_SHELL",""
"48","0x030","ITEM_RED_SHARD","AGB_ITEM_RED_SHARD","official_hgss_agb","72","ITEM_RED_SHARD","72","ITEM_RED_SHARD","72","ITEM_RED_SHARD",""
"49","0x031","ITEM_BLUE_SHARD","AGB_ITEM_BLUE_SHARD","official_hgss_agb","73","ITEM_BLUE_SHARD","73","ITEM_BLUE_SHARD","73","ITEM_BLUE_SHARD",""
"50","0x032","ITEM_YELLOW_SHARD","AGB_ITEM_YELLOW_SHARD","official_hgss_agb","74","ITEM_YELLOW_SHARD","74","ITEM_YELLOW_SHARD","74","ITEM_YELLOW_SHARD",""
"51","0x033","ITEM_GREEN_SHARD","AGB_ITEM_GREEN_SHARD","official_hgss_agb","75","ITEM_GREEN_SHARD","75","ITEM_GREEN_SHARD","75","ITEM_GREEN_SHARD",""
"52","0x034","ITEM_034","AGB_ITEM_034","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"53","0x035","ITEM_035","AGB_ITEM_035","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"54","0x036","ITEM_036","AGB_ITEM_036","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"55","0x037","ITEM_037","AGB_ITEM_037","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"56","0x038","ITEM_038","AGB_ITEM_038","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"57","0x039","ITEM_039","AGB_ITEM_039","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"58","0x03A","ITEM_03A","AGB_ITEM_03A","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"59","0x03B","ITEM_03B","AGB_ITEM_03B","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"60","0x03C","ITEM_03C","AGB_ITEM_03C","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"61","0x03D","ITEM_03D","AGB_ITEM_03D","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"62","0x03E","ITEM_03E","AGB_ITEM_03E","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"63","0x03F","ITEM_HP_UP","AGB_ITEM_HP_UP","official_hgss_agb","45","ITEM_HP_UP","45","ITEM_HP_UP","45","ITEM_HP_UP",""
"64","0x040","ITEM_PROTEIN","AGB_ITEM_PROTEIN","official_hgss_agb","46","ITEM_PROTEIN","46","ITEM_PROTEIN","46","ITEM_PROTEIN",""
"65","0x041","ITEM_IRON","AGB_ITEM_IRON","official_hgss_agb","47","ITEM_IRON","47","ITEM_IRON","47","ITEM_IRON",""
"66","0x042","ITEM_CARBOS","AGB_ITEM_CARBOS","official_hgss_agb","48","ITEM_CARBOS","48","ITEM_CARBOS","48","ITEM_CARBOS",""
"67","0x043","ITEM_CALCIUM","AGB_ITEM_CALCIUM","official_hgss_agb","49","ITEM_CALCIUM","49","ITEM_CALCIUM","49","ITEM_CALCIUM",""
"68","0x044","ITEM_RARE_CANDY","AGB_ITEM_RARE_CANDY","official_hgss_agb","50","ITEM_RARE_CANDY","50","ITEM_RARE_CANDY","50","ITEM_RARE_CANDY",""
"69","0x045","ITEM_PP_UP","AGB_ITEM_PP_UP","official_hgss_agb","51","ITEM_PP_UP","51","ITEM_PP_UP","51","ITEM_PP_UP",""
"70","0x046","ITEM_ZINC","AGB_ITEM_ZINC","official_hgss_agb","52","ITEM_ZINC","52","ITEM_ZINC","52","ITEM_ZINC",""
"71","0x047","ITEM_PP_MAX","AGB_ITEM_PP_MAX","official_hgss_agb","53","ITEM_PP_MAX","53","ITEM_PP_MAX","53","ITEM_PP_MAX",""
"72","0x048","ITEM_048","AGB_ITEM_048","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"73","0x049","ITEM_GUARD_SPEC","AGB_ITEM_POKEHEARTGOLD_AGB_SPEC","official_hgss_agb","55","ITEM_GUARD_SPEC_","55","ITEM_GUARD_SPEC","55","ITEM_GUARD_SPEC_",""
"74","0x04A","ITEM_DIRE_HIT","AGB_ITEM_DIRE_HIT","official_hgss_agb","56","ITEM_DIRE_HIT","56","ITEM_DIRE_HIT","56","ITEM_DIRE_HIT",""
"75","0x04B","ITEM_X_ATTACK","AGB_ITEM_X_ATTACK","official_hgss_agb","57","ITEM_X_ATTACK","57","ITEM_X_ATTACK","57","ITEM_X_ATTACK",""
"76","0x04C","ITEM_X_DEFEND","AGB_ITEM_X_DEFEND","official_hgss_agb","58","ITEM_X_DEFENSE","58","ITEM_X_DEFENSE","58","ITEM_X_DEFENSE",""
"77","0x04D","ITEM_X_SPEED","AGB_ITEM_X_SPEED","official_hgss_agb","59","ITEM_X_SPEED","59","ITEM_X_SPEED","59","ITEM_X_SPEED",""
"78","0x04E","ITEM_X_ACCURACY","AGB_ITEM_X_ACCURACY","official_hgss_agb","60","ITEM_X_ACCURACY","60","ITEM_X_ACCURACY","60","ITEM_X_ACCURACY",""
"79","0x04F","ITEM_X_SPECIAL","AGB_ITEM_X_SPECIAL","official_hgss_agb","61","ITEM_X_SPECIAL","61","ITEM_X_SPECIAL","61","ITEM_X_SPECIAL",""
"80","0x050","ITEM_POKE_DOLL","AGB_ITEM_POKE_DOLL","official_hgss_agb","63","ITEM_POKE_DOLL","63","ITEM_POKE_DOLL","63","ITEM_POKE_DOLL",""
"81","0x051","ITEM_FLUFFY_TAIL","AGB_ITEM_FLUFFY_TAIL","official_hgss_agb","64","ITEM_FLUFFY_TAIL","64","ITEM_FLUFFY_TAIL","64","ITEM_FLUFFY_TAIL",""
"82","0x052","ITEM_052","AGB_ITEM_052","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"83","0x053","ITEM_SUPER_REPEL","AGB_ITEM_SUPER_REPEL","official_hgss_agb","76","ITEM_SUPER_REPEL","76","ITEM_SUPER_REPEL","76","ITEM_SUPER_REPEL",""
"84","0x054","ITEM_MAX_REPEL","AGB_ITEM_MAX_REPEL","official_hgss_agb","77","ITEM_MAX_REPEL","77","ITEM_MAX_REPEL","77","ITEM_MAX_REPEL",""
"85","0x055","ITEM_ESCAPE_ROPE","AGB_ITEM_ESCAPE_ROPE","official_hgss_agb","78","ITEM_ESCAPE_ROPE","78","ITEM_ESCAPE_ROPE","78","ITEM_ESCAPE_ROPE",""
"86","0x056","ITEM_REPEL","AGB_ITEM_REPEL","official_hgss_agb","79","ITEM_REPEL","79","ITEM_REPEL","79","ITEM_REPEL",""
"87","0x057","ITEM_057","AGB_ITEM_057","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"88","0x058","ITEM_058","AGB_ITEM_058","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"89","0x059","ITEM_059","AGB_ITEM_059","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"90","0x05A","ITEM_05A","AGB_ITEM_05A","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"91","0x05B","ITEM_05B","AGB_ITEM_05B","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"92","0x05C","ITEM_05C","AGB_ITEM_05C","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"93","0x05D","ITEM_SUN_STONE","AGB_ITEM_SUN_STONE","official_hgss_agb","80","ITEM_SUN_STONE","80","ITEM_SUN_STONE","80","ITEM_SUN_STONE",""
"94","0x05E","ITEM_MOON_STONE","AGB_ITEM_MOON_STONE","official_hgss_agb","81","ITEM_MOON_STONE","81","ITEM_MOON_STONE","81","ITEM_MOON_STONE",""
"95","0x05F","ITEM_FIRE_STONE","AGB_ITEM_FIRE_STONE","official_hgss_agb","82","ITEM_FIRE_STONE","82","ITEM_FIRE_STONE","82","ITEM_FIRE_STONE",""
"96","0x060","ITEM_THUNDER_STONE","AGB_ITEM_THUNDER_STONE","official_hgss_agb","83","ITEM_THUNDERSTONE","83","ITEM_THUNDERSTONE","83","ITEM_THUNDERSTONE",""
"97","0x061","ITEM_WATER_STONE","AGB_ITEM_WATER_STONE","official_hgss_agb","84","ITEM_WATER_STONE","84","ITEM_WATER_STONE","84","ITEM_WATER_STONE",""
"98","0x062","ITEM_LEAF_STONE","AGB_ITEM_LEAF_STONE","official_hgss_agb","85","ITEM_LEAF_STONE","85","ITEM_LEAF_STONE","85","ITEM_LEAF_STONE",""
"99","0x063","ITEM_063","AGB_ITEM_063","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"100","0x064","ITEM_064","AGB_ITEM_064","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"101","0x065","ITEM_065","AGB_ITEM_065","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"102","0x066","ITEM_066","AGB_ITEM_066","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"103","0x067","ITEM_TINY_MUSHROOM","AGB_ITEM_TINY_MUSHROOM","official_hgss_agb","86","ITEM_TINYMUSHROOM","86","ITEM_TINYMUSHROOM","86","ITEM_TINYMUSHROOM",""
"104","0x068","ITEM_BIG_MUSHROOM","AGB_ITEM_BIG_MUSHROOM","official_hgss_agb","87","ITEM_BIG_MUSHROOM","87","ITEM_BIG_MUSHROOM","87","ITEM_BIG_MUSHROOM",""
"105","0x069","ITEM_069","AGB_ITEM_069","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"106","0x06A","ITEM_PEARL","AGB_ITEM_PEARL","official_hgss_agb","88","ITEM_PEARL","88","ITEM_PEARL","88","ITEM_PEARL",""
"107","0x06B","ITEM_BIG_PEARL","AGB_ITEM_BIG_PEARL","official_hgss_agb","89","ITEM_BIG_PEARL","89","ITEM_BIG_PEARL","89","ITEM_BIG_PEARL",""
"108","0x06C","ITEM_STARDUST","AGB_ITEM_STARDUST","official_hgss_agb","90","ITEM_STARDUST","90","ITEM_STARDUST","90","ITEM_STARDUST",""
"109","0x06D","ITEM_STAR_PIECE","AGB_ITEM_STAR_PIECE","official_hgss_agb","91","ITEM_STAR_PIECE","91","ITEM_STAR_PIECE","91","ITEM_STAR_PIECE",""
"110","0x06E","ITEM_NUGGET","AGB_ITEM_NUGGET","official_hgss_agb","92","ITEM_NUGGET","92","ITEM_NUGGET","92","ITEM_NUGGET",""
"111","0x06F","ITEM_HEART_SCALE","AGB_ITEM_HEART_SCALE","official_hgss_agb","93","ITEM_HEART_SCALE","93","ITEM_HEART_SCALE","93","ITEM_HEART_SCALE",""
"112","0x070","ITEM_070","AGB_ITEM_070","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"113","0x071","ITEM_071","AGB_ITEM_071","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"114","0x072","ITEM_072","AGB_ITEM_072","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"115","0x073","ITEM_073","AGB_ITEM_073","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"116","0x074","ITEM_074","AGB_ITEM_074","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"117","0x075","ITEM_075","AGB_ITEM_075","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"118","0x076","ITEM_076","AGB_ITEM_076","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"119","0x077","ITEM_077","AGB_ITEM_077","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"120","0x078","ITEM_078","AGB_ITEM_078","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"121","0x079","ITEM_ORANGE_MAIL","AGB_ITEM_ORANGE_MAIL","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"122","0x07A","ITEM_HARBOR_MAIL","AGB_ITEM_HARBOR_MAIL","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"123","0x07B","ITEM_GLITTER_MAIL","AGB_ITEM_GLITTER_MAIL","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"124","0x07C","ITEM_MECH_MAIL","AGB_ITEM_MECH_MAIL","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"125","0x07D","ITEM_WOOD_MAIL","AGB_ITEM_WOOD_MAIL","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"126","0x07E","ITEM_WAVE_MAIL","AGB_ITEM_WAVE_MAIL","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"127","0x07F","ITEM_BEAD_MAIL","AGB_ITEM_BEAD_MAIL","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"128","0x080","ITEM_SHADOW_MAIL","AGB_ITEM_SHADOW_MAIL","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"129","0x081","ITEM_TROPIC_MAIL","AGB_ITEM_TROPIC_MAIL","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"130","0x082","ITEM_DREAM_MAIL","AGB_ITEM_DREAM_MAIL","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"131","0x083","ITEM_FAB_MAIL","AGB_ITEM_FAB_MAIL","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"132","0x084","ITEM_RETRO_MAIL","AGB_ITEM_RETRO_MAIL","no_official_agb_mapping","","","","","","","No HGSS migration mapping for this Emerald/AGB item ID."
"133","0x085","ITEM_CHERI_BERRY","AGB_ITEM_CHERI_BERRY","official_hgss_agb","149","ITEM_CHERI_BERRY","149","ITEM_CHERI_BERRY","149","ITEM_CHERI_BERRY",""
"134","0x086","ITEM_CHESTO_BERRY","AGB_ITEM_CHESTO_BERRY","official_hgss_agb","150","ITEM_CHESTO_BERRY","150","ITEM_CHESTO_BERRY","150","ITEM_CHESTO_BERRY",""
"135","0x087","ITEM_PECHA_BERRY","AGB_ITEM_PECHA_BERRY","official_hgss_agb","151","ITEM_PECHA_BERRY","151","ITEM_PECHA_BERRY","151","ITEM_PECHA_BERRY",""
"136","0x088","ITEM_RAWST_BERRY","AGB_ITEM_RAWST_BERRY","official_hgss_agb","152","ITEM_RAWST_BERRY","152","ITEM_RAWST_BERRY","152","ITEM_RAWST_BERRY",""
"137","0x089","ITEM_ASPEAR_BERRY","AGB_ITEM_ASPEAR_BERRY","official_hgss_agb","153","ITEM_ASPEAR_BERRY","153","ITEM_ASPEAR_BERRY","153","ITEM_ASPEAR_BERRY",""
"138","0x08A","ITEM_LEPPA_BERRY","AGB_ITEM_LEPPA_BERRY","official_hgss_agb","154","ITEM_LEPPA_BERRY","154","ITEM_LEPPA_BERRY","154","ITEM_LEPPA_BERRY",""
"139","0x08B","ITEM_ORAN_BERRY","AGB_ITEM_ORAN_BERRY","official_hgss_agb","155","ITEM_ORAN_BERRY","155","ITEM_ORAN_BERRY","155","ITEM_ORAN_BERRY",""
"140","0x08C","ITEM_PERSIM_BERRY","AGB_ITEM_PERSIM_BERRY","official_hgss_agb","156","ITEM_PERSIM_BERRY","156","ITEM_PERSIM_BERRY","156","ITEM_PERSIM_BERRY",""
"141","0x08D","ITEM_LUM_BERRY","AGB_ITEM_LUM_BERRY","official_hgss_agb","157","ITEM_LUM_BERRY","157","ITEM_LUM_BERRY","157","ITEM_LUM_BERRY",""
"142","0x08E","ITEM_SITRUS_BERRY","AGB_ITEM_SITRUS_BERRY","official_hgss_agb","158","ITEM_SITRUS_BERRY","158","ITEM_SITRUS_BERRY","158","ITEM_SITRUS_BERRY",""
"143","0x08F","ITEM_FIGY_BERRY","AGB_ITEM_FIGY_BERRY","official_hgss_agb","159","ITEM_FIGY_BERRY","159","ITEM_FIGY_BERRY","159","ITEM_FIGY_BERRY",""
"144","0x090","ITEM_WIKI_BERRY","AGB_ITEM_WIKI_BERRY","official_hgss_agb","160","ITEM_WIKI_BERRY","160","ITEM_WIKI_BERRY","160","ITEM_WIKI_BERRY",""
"145","0x091","ITEM_MAGO_BERRY","AGB_ITEM_MAGO_BERRY","official_hgss_agb","161","ITEM_MAGO_BERRY","161","ITEM_MAGO_BERRY","161","ITEM_MAGO_BERRY",""
"146","0x092","ITEM_AGUAV_BERRY","AGB_ITEM_AGUAV_BERRY","official_hgss_agb","162","ITEM_AGUAV_BERRY","162","ITEM_AGUAV_BERRY","162","ITEM_AGUAV_BERRY",""
"147","0x093","ITEM_IAPAPA_BERRY","AGB_ITEM_IAPAPA_BERRY","official_hgss_agb","163","ITEM_IAPAPA_BERRY","163","ITEM_IAPAPA_BERRY","163","ITEM_IAPAPA_BERRY",""
"148","0x094","ITEM_RAZZ_BERRY","AGB_ITEM_RAZZ_BERRY","official_hgss_agb","164","ITEM_RAZZ_BERRY","164","ITEM_RAZZ_BERRY","164","ITEM_RAZZ_BERRY",""
"149","0x095","ITEM_BLUK_BERRY","AGB_ITEM_BLUK_BERRY","official_hgss_agb","165","ITEM_BLUK_BERRY","165","ITEM_BLUK_BERRY","165","ITEM_BLUK_BERRY",""
"150","0x096","ITEM_NANAB_BERRY","AGB_ITEM_NANAB_BERRY","official_hgss_agb","166","ITEM_NANAB_BERRY","166","ITEM_NANAB_BERRY","166","ITEM_NANAB_BERRY",""
