"emerald_id","emerald_hex","emerald_symbol","display_name","price","hold_effect","hold_effect_param","importance","registrability","pocket","use_type","field_use_func","battle_usage","battle_use_func","secondary_id","description_symbol","source_commit"
"10","0x00A","ITEM_TIMER_BALL","TIMER BALL","1000","0","0","0","FALSE","POCKET_POKE_BALLS","ITEM_TIMER_BALL - FIRST_BALL","NULL","ITEM_B_USE_OTHER","ItemUseInBattle_PokeBall","ITEM_TIMER_BALL - FIRST_BALL","sTimerBallDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"11","0x00B","ITEM_LUXURY_BALL","LUXURY BALL","1000","0","0","0","FALSE","POCKET_POKE_BALLS","ITEM_LUXURY_BALL - FIRST_BALL","NULL","ITEM_B_USE_OTHER","ItemUseInBattle_PokeBall","ITEM_LUXURY_BALL - FIRST_BALL","sLuxuryBallDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"12","0x00C","ITEM_PREMIER_BALL","PREMIER BALL","200","0","0","0","FALSE","POCKET_POKE_BALLS","ITEM_PREMIER_BALL - FIRST_BALL","NULL","ITEM_B_USE_OTHER","ItemUseInBattle_PokeBall","ITEM_PREMIER_BALL - FIRST_BALL","sPremierBallDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"13","0x00D","ITEM_POTION","POTION","300","0","20","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sPotionDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"14","0x00E","ITEM_ANTIDOTE","ANTIDOTE","100","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sAntidoteDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"15","0x00F","ITEM_BURN_HEAL","BURN HEAL","250","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sBurnHealDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"16","0x010","ITEM_ICE_HEAL","ICE HEAL","250","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sIceHealDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"17","0x011","ITEM_AWAKENING","AWAKENING","250","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sAwakeningDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"18","0x012","ITEM_PARALYZE_HEAL","PARLYZ HEAL","200","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sParalyzeHealDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"19","0x013","ITEM_FULL_RESTORE","FULL RESTORE","3000","0","255","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sFullRestoreDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"20","0x014","ITEM_MAX_POTION","MAX POTION","2500","0","255","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sMaxPotionDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"21","0x015","ITEM_HYPER_POTION","HYPER POTION","1200","0","200","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sHyperPotionDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"22","0x016","ITEM_SUPER_POTION","SUPER POTION","700","0","50","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sSuperPotionDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"23","0x017","ITEM_FULL_HEAL","FULL HEAL","600","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sFullHealDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"24","0x018","ITEM_REVIVE","REVIVE","1500","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sReviveDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"25","0x019","ITEM_MAX_REVIVE","MAX REVIVE","4000","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sMaxReviveDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"26","0x01A","ITEM_FRESH_WATER","FRESH WATER","200","0","50","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sFreshWaterDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"27","0x01B","ITEM_SODA_POP","SODA POP","300","0","60","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sSodaPopDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"28","0x01C","ITEM_LEMONADE","LEMONADE","350","0","80","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sLemonadeDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"29","0x01D","ITEM_MOOMOO_MILK","MOOMOO MILK","500","0","100","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sMoomooMilkDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"30","0x01E","ITEM_ENERGY_POWDER","ENERGYPOWDER","500","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sEnergyPowderDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"31","0x01F","ITEM_ENERGY_ROOT","ENERGY ROOT","800","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sEnergyRootDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"32","0x020","ITEM_HEAL_POWDER","HEAL POWDER","450","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sHealPowderDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"33","0x021","ITEM_REVIVAL_HERB","REVIVAL HERB","2800","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sRevivalHerbDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"34","0x022","ITEM_ETHER","ETHER","1200","0","10","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_PPRecovery","ITEM_B_USE_MEDICINE","ItemUseInBattle_PPRecovery","0","sEtherDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"35","0x023","ITEM_MAX_ETHER","MAX ETHER","2000","0","255","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_PPRecovery","ITEM_B_USE_MEDICINE","ItemUseInBattle_PPRecovery","0","sMaxEtherDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"36","0x024","ITEM_ELIXIR","ELIXIR","3000","0","10","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_PPRecovery","ITEM_B_USE_MEDICINE","ItemUseInBattle_PPRecovery","0","sElixirDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"37","0x025","ITEM_MAX_ELIXIR","MAX ELIXIR","4500","0","255","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_PPRecovery","ITEM_B_USE_MEDICINE","ItemUseInBattle_PPRecovery","0","sMaxElixirDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"38","0x026","ITEM_LAVA_COOKIE","LAVA COOKIE","200","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sLavaCookieDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"39","0x027","ITEM_BLUE_FLUTE","BLUE FLUTE","100","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sBlueFluteDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"40","0x028","ITEM_YELLOW_FLUTE","YELLOW FLUTE","200","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_CannotUse","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sYellowFluteDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"41","0x029","ITEM_RED_FLUTE","RED FLUTE","300","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_CannotUse","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sRedFluteDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"42","0x02A","ITEM_BLACK_FLUTE","BLACK FLUTE","400","0","50","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_BlackWhiteFlute","0","NULL","0","sBlackFluteDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"43","0x02B","ITEM_WHITE_FLUTE","WHITE FLUTE","500","0","150","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_BlackWhiteFlute","0","NULL","0","sWhiteFluteDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"44","0x02C","ITEM_BERRY_JUICE","BERRY JUICE","100","HOLD_EFFECT_RESTORE_HP","20","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","ITEM_B_USE_MEDICINE","ItemUseInBattle_Medicine","0","sBerryJuiceDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"45","0x02D","ITEM_SACRED_ASH","SACRED ASH","200","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_SacredAsh","0","NULL","0","sSacredAshDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"46","0x02E","ITEM_SHOAL_SALT","SHOAL SALT","20","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sShoalSaltDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"47","0x02F","ITEM_SHOAL_SHELL","SHOAL SHELL","20","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sShoalShellDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"48","0x030","ITEM_RED_SHARD","RED SHARD","200","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sRedShardDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"49","0x031","ITEM_BLUE_SHARD","BLUE SHARD","200","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sBlueShardDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"50","0x032","ITEM_YELLOW_SHARD","YELLOW SHARD","200","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sYellowShardDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"51","0x033","ITEM_GREEN_SHARD","GREEN SHARD","200","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sGreenShardDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"52","0x034","ITEM_034","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"53","0x035","ITEM_035","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"54","0x036","ITEM_036","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"55","0x037","ITEM_037","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"56","0x038","ITEM_038","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"57","0x039","ITEM_039","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"58","0x03A","ITEM_03A","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"59","0x03B","ITEM_03B","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"60","0x03C","ITEM_03C","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"61","0x03D","ITEM_03D","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"62","0x03E","ITEM_03E","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"63","0x03F","ITEM_HP_UP","HP UP","9800","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","0","NULL","0","sHPUpDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"64","0x040","ITEM_PROTEIN","PROTEIN","9800","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","0","NULL","0","sProteinDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"65","0x041","ITEM_IRON","IRON","9800","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","0","NULL","0","sIronDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"66","0x042","ITEM_CARBOS","CARBOS","9800","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","0","NULL","0","sCarbosDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"67","0x043","ITEM_CALCIUM","CALCIUM","9800","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","0","NULL","0","sCalciumDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"68","0x044","ITEM_RARE_CANDY","RARE CANDY","4800","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_RareCandy","0","NULL","0","sRareCandyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"69","0x045","ITEM_PP_UP","PP UP","9800","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_PPUp","0","NULL","0","sPPUpDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"70","0x046","ITEM_ZINC","ZINC","9800","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_Medicine","0","NULL","0","sZincDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"71","0x047","ITEM_PP_MAX","PP MAX","9800","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_PPUp","0","NULL","0","sPPMaxDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"72","0x048","ITEM_048","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"73","0x049","ITEM_GUARD_SPEC","GUARD SPEC.","700","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","ITEM_B_USE_OTHER","ItemUseInBattle_StatIncrease","0","sGuardSpecDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"74","0x04A","ITEM_DIRE_HIT","DIRE HIT","650","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","ITEM_B_USE_OTHER","ItemUseInBattle_StatIncrease","0","sDireHitDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"75","0x04B","ITEM_X_ATTACK","X ATTACK","500","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","ITEM_B_USE_OTHER","ItemUseInBattle_StatIncrease","0","sXAttackDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"76","0x04C","ITEM_X_DEFEND","X DEFEND","550","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","ITEM_B_USE_OTHER","ItemUseInBattle_StatIncrease","0","sXDefendDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"77","0x04D","ITEM_X_SPEED","X SPEED","350","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","ITEM_B_USE_OTHER","ItemUseInBattle_StatIncrease","0","sXSpeedDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"78","0x04E","ITEM_X_ACCURACY","X ACCURACY","950","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","ITEM_B_USE_OTHER","ItemUseInBattle_StatIncrease","0","sXAccuracyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"79","0x04F","ITEM_X_SPECIAL","X SPECIAL","350","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","ITEM_B_USE_OTHER","ItemUseInBattle_StatIncrease","0","sXSpecialDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"80","0x050","ITEM_POKE_DOLL","POKé DOLL","1000","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","ITEM_B_USE_OTHER","ItemUseInBattle_Escape","0","sPokeDollDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"81","0x051","ITEM_FLUFFY_TAIL","FLUFFY TAIL","1000","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","ITEM_B_USE_OTHER","ItemUseInBattle_Escape","0","sFluffyTailDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"82","0x052","ITEM_052","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"83","0x053","ITEM_SUPER_REPEL","SUPER REPEL","500","0","200","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_Repel","0","NULL","0","sSuperRepelDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"84","0x054","ITEM_MAX_REPEL","MAX REPEL","700","0","250","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_Repel","0","NULL","0","sMaxRepelDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"85","0x055","ITEM_ESCAPE_ROPE","ESCAPE ROPE","550","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_FIELD","ItemUseOutOfBattle_EscapeRope","0","NULL","0","sEscapeRopeDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"86","0x056","ITEM_REPEL","REPEL","350","0","100","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_Repel","0","NULL","0","sRepelDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"87","0x057","ITEM_057","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"88","0x058","ITEM_058","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"89","0x059","ITEM_059","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"90","0x05A","ITEM_05A","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"91","0x05B","ITEM_05B","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"92","0x05C","ITEM_05C","????????","0","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_BAG_MENU","ItemUseOutOfBattle_CannotUse","0","NULL","0","sDummyDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
"93","0x05D","ITEM_SUN_STONE","SUN STONE","2100","0","0","0","FALSE","POCKET_ITEMS","ITEM_USE_PARTY_MENU","ItemUseOutOfBattle_EvolutionStone","0","NULL","0","sSunStoneDesc","5eff78649e7170a877b961ef0b3da13b81a16038"
