domain,source_path,source_commit,ingestion_mode
encounters,PKHeX.Core/Legality/Encounters/Data/Gen5/Encounters5BW.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen5/Encounters5DR.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen6/Encounters6AO.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen6/Encounters6XY.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen7/Encounters7GG.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen7/Encounters7SM.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen7/Encounters7USUM.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen8/Encounters8.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen8/Encounters8Nest.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen8/Encounters8a.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen8/Encounters8b.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen9/Encounters9.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Gen9/Encounters9a.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Live/DistributionWindow.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Live/EncounterServerDate.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Live/EncounterServerDateCheck.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Live/EncountersGO.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
encounters,PKHeX.Core/Legality/Encounters/Data/Live/IEncounterServerDate.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,extract_normalize
