source_generation,source_item_id,destination_generation,destination_item_id,transferable,source_path,source_commit
2,63,4,38,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,64,4,39,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,65,4,40,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,66,4,478,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,67,4,464,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,68,4,456,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,69,4,484,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,70,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,71,4,482,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,72,4,33,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,73,4,217,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,74,4,151,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,75,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,76,4,237,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,77,4,244,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,78,4,149,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,79,4,153,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,80,4,152,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,81,4,245,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,82,4,221,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,83,4,156,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,84,4,150,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,85,4,485,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,86,4,86,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,87,4,87,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,88,4,222,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,89,4,486,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,90,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,91,4,223,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,92,4,487,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,93,4,488,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,94,4,224,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,95,4,243,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,96,4,248,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,97,4,490,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,98,4,241,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,99,4,491,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,100,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,101,4,489,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,102,4,240,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,103,4,473,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,104,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,105,4,259,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,106,4,228,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,107,4,246,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,108,4,242,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,109,4,157,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,110,4,88,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,111,4,89,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,112,4,229,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,113,4,247,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,114,4,504,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,115,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,116,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,117,4,239,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,118,4,258,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,119,4,230,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,120,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,121,4,34,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,122,4,35,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,123,4,36,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,124,4,37,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,125,4,238,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,126,4,231,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,127,4,475,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,128,4,481,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,129,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,130,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,131,4,90,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,132,4,91,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,133,4,476,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,134,4,480,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,135,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,136,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,137,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,138,4,249,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,139,4,43,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,140,4,232,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,141,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,142,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,143,4,233,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,144,4,250,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,145,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,146,4,234,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,147,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,148,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,149,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,150,4,154,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,151,4,235,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,152,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,153,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,154,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,155,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,156,4,44,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,157,4,495,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,158,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,159,4,493,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,160,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,161,4,492,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,162,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,163,4,236,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,164,4,497,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,165,4,498,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,166,4,496,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,167,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,168,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,169,4,80,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,170,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,171,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,172,4,252,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,173,4,155,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,174,4,158,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,175,4,477,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,176,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,177,4,500,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,178,4,483,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,179,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,180,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,181,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,182,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,183,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,184,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,185,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,186,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,187,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,188,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,189,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,190,4,128,no,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,191,4,328,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,192,4,329,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,193,4,330,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,194,4,331,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
2,195,4,331,yes,PKHeX.Core/PKM/Util/Conversion/ItemConverter.cs,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
