path,domain,action,priority,reason,source_commit
PKHeX.Core/Game/Enums/Species.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/GameStrings/FilteredGameDataSource.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/GameStrings/GameDataSource.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/GameStrings/GameInfo.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/GameStrings/GameLanguage.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/GameStrings/GameStrings.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/GameStrings/GeoLocation.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/GameStrings/LocationSet/ILocationSet.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/GameStrings/LocationSet/LocationSet0.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/GameStrings/LocationSet/LocationSet4.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/GameStrings/LocationSet/LocationSet6.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/GameStrings/MemoryStrings.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/GameStrings/MetDataSource.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/GameStrings/ProgramLanguage.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/GameUtil.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/IBasicStrings.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/Locations/Locations.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/Locations/Locations4.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/Locations/Locations5.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/Locations/Locations6.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/Locations/Locations7.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/Locations/Locations7b.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/Locations/Locations8.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/Locations/Locations8a.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/Locations/Locations8b.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/Locations/Locations9.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/Locations/Locations9a.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Game/Locations/LocationsHOME.cs,game_metadata,extract_normalized_data,high,"game versions, locations, localized game strings",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag1.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag2.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag3Colosseum.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag3E.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag3FRLG.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag3RS.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag3XD.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag4DP.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag4HGSS.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag4Pt.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag5B2W2.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag5BW.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag6AO.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag6XY.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag7b.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag7SM.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag7USUM.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag8.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag8a.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag8b.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag9.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/Bags/PlayerBag9a.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/HeldItemLumpImage.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/IItemStorage.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage1.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage2.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage3Colo.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage3E.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage3FRLG.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage3RS.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage3XD.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage4.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage4DP.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage4HGSS.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage4Pt.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage5.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage5B2W2.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage5BW.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage6AO.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage6XY.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage7GG.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage7SM.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage7USUM.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage8BDSP.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage8LA.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage8SWSH.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage9SV.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Items/ItemStorage9ZA.cs,items,extract_normalized_data,critical,"per-game item storage, valid IDs, pockets, availability",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Assets/BinLinkerAccessor.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Assets/BinLinkerAccessor16.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Assets/BinLinkerWriter.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Breeding.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Bulk/BulkAnalysis.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Bulk/BulkCheckResult.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Bulk/CombinedReference.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Bulk/DuplicateEncryptionChecker.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Bulk/DuplicateGiftChecker.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Bulk/DuplicatePIDChecker.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Bulk/DuplicateTrainerChecker.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Bulk/ExternalBulkCheck.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Bulk/HandlerChecker.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Bulk/IBulkAnalyzer.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Bulk/IExternalBulkChecker.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Bulk/SaveFile/DuplicateFusionChecker.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Bulk/SaveFile/DuplicateUniqueItemChecker.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Bulk/StandardCloneChecker.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/BulkGenerator.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/EncounterEvent.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/EncounterUtil.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen1/Encounters1.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen1/Encounters1GBEra.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen1/Encounters1VC.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen2/Encounters2.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen2/Encounters2GBEra.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen3/Encounters3Colo.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen3/Encounters3ColoShadow.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen3/Encounters3ColoTeams.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen3/Encounters3FRLG.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen3/Encounters3RSE.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen3/Encounters3XD.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen3/Encounters3XDShadow.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen3/Encounters3XDTeams.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen3/EncountersWC3.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen4/Encounters4DPPt.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen4/Encounters4HGSS.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen5/Encounters5B2W2.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen5/Encounters5BW.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen5/Encounters5DR.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen6/Encounters6AO.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen6/Encounters6XY.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen7/Encounters7GG.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen7/Encounters7SM.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen7/Encounters7USUM.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen8/Encounters8.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen8/Encounters8a.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen8/Encounters8b.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Legality/Encounters/Data/Gen8/Encounters8Nest.cs,legality_encounters_evolution,reimplement_rules_and_tests,high,"encounters, evolution, learnsets, RNG, form legality, transfer restrictions",8ad201e80244f630ab5a46922ab72fb79c5ad4f4
