path,git_blob_sha,size_bytes,domain,action,priority,reason,source_commit
PKHeX.Core/Editing/Applicators/MoveShopRecordApplicator.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Applicators/PersonalColorUtil.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Applicators/PlusRecordApplicator.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Applicators/RibbonApplicator.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Applicators/TechnicalRecordApplicator.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/BattleTemplate/BattleTemplateConfig.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/BattleTemplate/BattleTemplateDisplayStyle.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/BattleTemplate/BattleTemplateExportSettings.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/BattleTemplate/BattleTemplateLocalization.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/BattleTemplate/BattleTemplateToken.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/BattleTemplate/BattleTemplateTypeSetting.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/BattleTemplate/Errors/BattleTemplateParseError.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/BattleTemplate/Errors/BattleTemplateParseErrorLocalization.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/BattleTemplate/Errors/BattleTemplateParseErrorType.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/BattleTemplate/IBattleTemplate.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/BattleTemplate/MoveDisplayStyle.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/BattleTemplate/Showdown/BattleTemplateTeams.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/BattleTemplate/Showdown/PokepasteTeam.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/BattleTemplate/Showdown/ShowdownParsing.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/BattleTemplate/Showdown/ShowdownSet.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/BattleTemplate/Showdown/ShowdownTeam.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/BattleTemplate/StatDisplayConfig.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/BattleTemplate/StatDisplayStyle.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/BattleTemplate/StatParseResult.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Base/BatchEditingBase.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Base/BatchEditingUtil.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Base/IBatchEditor.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Base/InstructionComparer.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Base/InstructionOperation.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Base/ModifyResult.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Base/StringInstruction.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Base/StringInstructionSet.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/BatchPropertyProvider.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Entity/BatchFilters.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Entity/BatchInfo.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Entity/BatchMods.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Entity/ComplexSet/ComplexFilter.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Entity/ComplexSet/ComplexSet.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Entity/ComplexSet/IComplexFilter.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Entity/ComplexSet/IComplexFilterMeta.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Entity/ComplexSet/IComplexSet.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Entity/ComplexSet/MetaFilter.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Entity/EntityBatchEditor.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Entity/EntityBatchProcessor.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Entity/Suggestion/BatchModifications.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Entity/Suggestion/ComplexSuggestion.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Entity/Suggestion/ISuggestModification.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/Entity/Suggestion/TypeSuggestion.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Bulk/IPropertyProvider.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/CommonEdits.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Database/TrainerDatabase.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/HiddenPower.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/IPKMView.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/IPlugin.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/ISaveFileProvider.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/ISpriteBuilder.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/LocationEdits.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/NatureAmp.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/PKM/EntitySuggestionUtil.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/PKM/EntitySummary.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/PKM/EntityTemplates.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/PKM/ILegalMoveDisplaySource.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/PKM/LegalMoveComboSource.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/PKM/LegalMoveInfo.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/PKM/LegalMoveSource.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/PKM/QR/QRMessageUtil.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/PKM/QR/QRPK7.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/PKM/QR/QRPKM.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Pokerus.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/PowerPotential.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Program/IProgramSettings.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Program/IStartupSettings.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Program/SaveFileLoadSetting.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Program/Settings/AdvancedSettings.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Program/Settings/BackupSettings.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Program/Settings/EncounterDatabaseSettings.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Program/Settings/EntityConverterSettings.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Program/Settings/EntityDatabaseSettings.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Program/Settings/EntityEditorSettings.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Program/Settings/LocalResourceSettings.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Program/Settings/MysteryGiftDatabaseSettings.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Program/Settings/PrivacySettings.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Program/Settings/ReportGridSettings.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Program/Settings/SaveLanguageSettings.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Program/Settings/SetImportSettings.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Program/Settings/SlotWriteSettings.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Program/Settings/SoundSettings.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Program/StartupArguments.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Program/StartupUtil.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/BoxManip/BoxManipBase.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/BoxManip/BoxManipClear.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/BoxManip/BoxManipClearComplex.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/BoxManip/BoxManipClearDuplicate.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/BoxManip/BoxManipDefaults.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/BoxManip/BoxManipModify.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/BoxManip/BoxManipModifyComplex.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/BoxManip/BoxManipParam.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/BoxManip/BoxManipSort.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/BoxManip/BoxManipSortComplex.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/BoxManip/BoxManipType.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/BoxManip/BoxManipulator.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/BoxManip/BoxManipUtil.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/BoxManip/IBoxManip.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/Controls/TrainerIDManager.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventOld/EventLabelCollection.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventOld/EventLabelCollectionSystem.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventOld/EventLabelParsing.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventOld/EventWorkspace.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventOld/NamedEventType.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventOld/NamedEventValue.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventOld/NamedEventWork.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventUnlock/EventUnlocker.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventUnlock/EventUnlocker8b.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventWork/Diff/EventWorkDiff.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventWork/Diff/EventWorkDiff7b.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventWork/Diff/EventWorkDiff8b.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventWork/Diff/EventWorkDiffCompatibility.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventWork/Diff/IEventWorkDiff.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventWork/EventFlag.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventWork/EventVar.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventWork/EventVarGroup.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventWork/EventWork.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventWork/EventWorkUtil.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Core/Editing/Saves/Editors/EventWork/EventWorkVal.cs,,,editing_semantics,reference_and_reimplement,medium,safe edit operations and computed properties,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
