id,name_ja,name_ko,name_en,source_repo,source_commit,source_path_ja,source_path_ko,source_path_en
32,ミックスオレ,후르츠밀크,Lemonade,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
33,モーモーミルク,튼튼밀크,Moomoo Milk,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
34,ちからのこな,힘의가루,Energy Powder,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
35,ちからのねっこ,힘의뿌리,Energy Root,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
36,ばんのうごな,만능가루,Heal Powder,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
37,ふっかつそう,부활초,Revival Herb,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
38,ピーピーエイド,PP에이드,Ether,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
39,ピーピーリカバー,PP회복,Max Ether,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
40,ピーピーエイダー,PP에이더,Elixir,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
41,ピーピーマックス,PP맥스,Max Elixir,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
42,フエンせんべい,용암전병,Lava Cookie,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
43,きのみジュース,나무열매쥬스,Berry Juice,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
44,せいなるはい,성스러운분말,Sacred Ash,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
45,マックスアップ,맥스업,HP Up,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
46,タウリン,타우린,Protein,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
47,ブロムヘキシン,사포닌,Iron,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
48,インドメタシン,알칼로이드,Carbos,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
49,リゾチウム,리보플라빈,Calcium,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
50,ふしぎなアメ,이상한사탕,Rare Candy,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
51,ポイントアップ,포인트업,PP Up,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
52,キトサン,키토산,Zinc,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
53,ポイントマックス,포인트맥스,PP Max,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
54,もりのヨウカン,숲의양갱,Old Gateau,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
55,エフェクトガード,이펙트가드,Guard Spec.,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
56,クリティカット,크리티컬커터,Dire Hit,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
57,プラスパワー,플러스파워,X Attack,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
58,ディフェンダー,디펜드업,X Defense,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
59,スピーダー,스피드업,X Speed,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
60,ヨクアタール,잘-맞히기,X Accuracy,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
61,スペシャルアップ,스페셜업,X Sp. Atk,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
62,スペシャルガード,스페셜가드,X Sp. Def,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
63,ピッピにんぎょう,삐삐인형,Poké Doll,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
64,エネコのシッポ,에나비꼬리,Fluffy Tail,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
65,あおいビードロ,파랑비드로,Blue Flute,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
66,きいろビードロ,노랑비드로,Yellow Flute,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
67,あかいビードロ,빨강비드로,Red Flute,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
68,くろいビードロ,검정비드로,Black Flute,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
69,しろいビードロ,하양비드로,White Flute,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
70,あさせのしお,여울소금,Shoal Salt,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
71,あさせのかいがら,여울조개껍질,Shoal Shell,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
72,あかいかけら,빨강조각,Red Shard,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
73,あおいかけら,파랑조각,Blue Shard,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
74,きいろいかけら,노랑조각,Yellow Shard,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
75,みどりのかけら,초록조각,Green Shard,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
76,シルバースプレー,실버스프레이,Super Repel,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
77,ゴールドスプレー,골드스프레이,Max Repel,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
78,あなぬけのヒモ,동굴탈출로프,Escape Rope,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
79,むしよけスプレー,벌레회피스프레이,Repel,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
80,たいようのいし,태양의돌,Sun Stone,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
81,つきのいし,달의돌,Moon Stone,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
82,ほのおのいし,불꽃의돌,Fire Stone,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
83,かみなりのいし,천둥의돌,Thunder Stone,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
84,みずのいし,물의돌,Water Stone,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
85,リーフのいし,리프의돌,Leaf Stone,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
86,ちいさなキノコ,작은버섯,Tiny Mushroom,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
87,おおきなキノコ,큰버섯,Big Mushroom,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
88,しんじゅ,진주,Pearl,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
89,おおきなしんじゅ,큰진주,Big Pearl,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
90,ほしのすな,별의모래,Stardust,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
91,ほしのかけら,별의조각,Star Piece,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
92,きんのたま,금구슬,Nugget,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
93,ハートのウロコ,하트비늘,Heart Scale,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
94,あまいミツ,달콤한꿀,Honey,kwsch/PKHeX,8ad201e80244f630ab5a46922ab72fb79c5ad4f4,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt
